"Abbrev","Stat Name","Description","Unit","Pctile Dir","Available In"
"STL2","Steals Inside The Arc","The total number of steals by the player inside the opposing team's 3P line (i.e. in 2P shooting range).","Integer","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"STL2/100","Steals Inside The Arc / 100 Poss","The number of steals by the player inside the opposing team's 3P line (i.e. in 2P shooting range), per 100 possessions played.","Number","Highest # = 100th","Team Agg PBP"
"STL2/40","Steals Inside The Arc / 40 Mins","The number of steals by the player inside the opposing team's 3P line (i.e. in 2P shooting range), per 40 minutes played.","Number","Highest # = 100th","Team Agg PBP, Player Agg PBP"
"STL2/G","Steals Inside The Arc / Game","The number of steals by the player inside the opposing team's 3P line (i.e. in 2P shooting range), per game.","Number","Highest # = 100th","Team Agg PBP, Player Agg PBP"
"STL/TOV","Steal-To-Turnover Ratio","The ratio of total steals to total turnovers committed by the player.","Ratio","Highest # = 100th","Team Game, Player Agg, Team Agg, Player Game, Lineup"
"Stop% (No Fouls)","Defensive Stop % (No Fouls Allowed)","The strictest stop rate: share of defensive possessions where the opponent scored 0 points, did not attempt any free throws, AND the defense committed no fouls.","Percentage","Highest % = 100th","Team Agg PBP, Team Game PBP"
"Stop% (No FTs)","Defensive Stop % (No FTs Allowed)","A stricter stop rate: share of defensive possessions where the opponent scored no points AND did not attempt any free throws.","Percentage","Highest % = 100th","Team Agg PBP, Team Game PBP"
"Stop% (No Pts)","Defensive Stop % (No Pts Allowed)","Share of defensive possessions where the opponent scored 0 points (no field goals made and no free throws made).","Percentage","Highest % = 100th","Team Agg PBP, Team Game PBP"
"Stops (No Fouls)","Defensive Stops (No Fouls Allowed)","The strictest stop: defensive possessions where the opponent scored 0 points, did not attempt any free throws, AND the defense committed no fouls.","Integer","Highest # = 100th","Team Agg PBP, Team Game PBP"
"Stops (No FTs)","Defensive Stops (No FTs Allowed)","A stricter stop: defensive possessions where the opponent scored no points AND did not attempt any free throws.","Integer","Highest # = 100th","Team Agg PBP, Team Game PBP"
"Stops (No Pts)","Defensive Stops (No Pts Allowed)","Total defensive possessions where the opponent scored 0 points (no field goals made and no free throws made).","Integer","Highest # = 100th","Team Agg PBP, Team Game PBP"
"SOS","Strength of Schedule","NCAA selection-committee formula: (2 _ opponents' win% + opponents-of-opponents' win%) / 3.","num3","Highest # = 100th","Team Agg"
"BC/Poss CHLG Pass","Successful Backcourt / Poss Challenges","Total number of successful coach challenges on backcourt violations or whether team control was established before a foul or violation (women's basketball only).","Integer","Highest # = 100th","Team Agg PBP, Team Game PBP"
"CHLG Pass","Successful Coach Challenges","Total number of successful coach challenges.","Integer","Highest # = 100th","Team Agg PBP, Team Game PBP"
"Foul CHLG Pass","Successful Foul Challenges","Total number of successful coach challenges on foul-related plays. Men: restricted-area block/charge positioning. Women: correct player charged with the foul.","Integer","Highest # = 100th","Team Agg PBP, Team Game PBP"
"GOI CHLG Pass","Successful Goaltending / Basket Interference Challenges","Total number of successful coach challenges on goaltending or basket interference calls, whether the ball was illegally touched on or above the rim (men's basketball only).","Integer","Highest # = 100th","Team Agg PBP, Team Game PBP"
"OOB CHLG Pass","Successful Out of Bounds Challenges","Total number of successful coach challenges on out-of-bounds calls (which team last touched the ball before it went out).","Integer","Highest # = 100th","Team Agg PBP, Team Game PBP"
"2PA Sum of Dist","Sum of All Shot Distances on 2-Point Attempts","Sum of shot distances on all 2-point field goal attemps.","Number","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"3PA Sum of Dist","Sum of All Shot Distances on 3-Point Attempts","Sum of shot distances on all 3-point field goal attemps.","Number","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"ATB Sum of Dist","Sum of All Shot Distances on Above Break 3s","Sum of shot distances for all above the break 3s attempted.","Number","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"FGA Sum of Dist","Sum of All Shot Distances on 2-Point Attempts","Sum of shot distances on all field goal attemps.","Number","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"Height x Mins","Sum of Player Height x Current Minutes","For each rostered player, height in inches multiplied by current minutes played, summed across the team. Used as the numerator for the team's minutes-weighted average height.","Number","Highest # = 100th","Team Game, Team Agg"
"Prior GP x Mins D1","Sum of Prior GP x Current Mins, D1","For each rostered player, prior games played at the Division 1 level multiplied by their current minutes played, summed across the team. Used as the numerator for Avg Prior GP, D1 (the team's playing-time-weighted average).","Number","Highest # = 100th","Team Game, Team Agg"
"Prior GP x Mins D2","Sum of Prior GP x Current Mins, D2","For each rostered player, prior games played at the Division 2 level multiplied by their current minutes played, summed across the team. Used as the numerator for Avg Prior GP, D2 (the team's playing-time-weighted average).","Number","Highest # = 100th","Team Game, Team Agg"
"Prior GP x Mins D3","Sum of Prior GP x Current Mins, D3","For each rostered player, prior games played at the Division 3 level multiplied by their current minutes played, summed across the team. Used as the numerator for Avg Prior GP, D3 (the team's playing-time-weighted average).","Number","Highest # = 100th","Team Game, Team Agg"
"Prior Mins x Mins D1","Sum of Prior Mins x Current Mins, D1","For each rostered player, prior minutes played at the Division 1 level multiplied by their current minutes played, summed across the team. Used as the numerator for Avg Prior Mins, D1 (the team's playing-time-weighted average).","Number","Highest # = 100th","Team Game, Team Agg"
"Prior Mins x Mins D2","Sum of Prior Mins x Current Mins, D2","For each rostered player, prior minutes played at the Division 2 level multiplied by their current minutes played, summed across the team. Used as the numerator for Avg Prior Mins, D2 (the team's playing-time-weighted average).","Number","Highest # = 100th","Team Game, Team Agg"
"Prior Mins x Mins D3","Sum of Prior Mins x Current Mins, D3","For each rostered player, prior minutes played at the Division 3 level multiplied by their current minutes played, summed across the team. Used as the numerator for Avg Prior Mins, D3 (the team's playing-time-weighted average).","Number","Highest # = 100th","Team Game, Team Agg"
"Prior Pts x Mins All","Sum of Prior Pts x Current Mins, All Levels","For each rostered player, prior points scored at any level multiplied by their current minutes played, summed across the team. Used as the numerator for Avg Prior Pts, All Levels (the team's playing-time-weighted average).","Number","Highest # = 100th","Team Game, Team Agg"
"Prior Pts x Mins D1","Sum of Prior Pts x Current Mins, D1","For each rostered player, prior points scored at the Division 1 level multiplied by their current minutes played, summed across the team. Used as the numerator for Avg Prior Pts, D1 (the team's playing-time-weighted average).","Number","Highest # = 100th","Team Game, Team Agg"
"Prior Pts x Mins D2","Sum of Prior Pts x Current Mins, D2","For each rostered player, prior points scored at the Division 2 level multiplied by their current minutes played, summed across the team. Used as the numerator for Avg Prior Pts, D2 (the team's playing-time-weighted average).","Number","Highest # = 100th","Team Game, Team Agg"
"Prior Pts x Mins D3","Sum of Prior Pts x Current Mins, D3","For each rostered player, prior points scored at the Division 3 level multiplied by their current minutes played, summed across the team. Used as the numerator for Avg Prior Pts, D3 (the team's playing-time-weighted average).","Number","Highest # = 100th","Team Game, Team Agg"
"Team Ht","Effective Team Height","The team's average player height in inches, weighted by minutes played. Players who play more count more towards the average - the result reflects the height of the actual rotation, not a straight average of the listed roster.","Number","Highest # = 100th","Team Game, Team Agg"
"teamId","Team ID","No description available","-","-","Player Game PBP, Team Game, Player Agg, Team Agg, Player Game, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off"
"teamMarket","Team Market","No description available","-","-","Player Game PBP, Team Game, Player Agg, Team Agg, Player Game, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP"
"TF","Technical Fouls","The total number of technical fouls committed.","Integer","Lowest # = 100th","Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off"
"tfBench","tfBench","No description available","-","-","Team Game, Team Agg"
"tfCoach","tfCoach","No description available","-","-","Team Game, Team Agg"
"TF/100","Technical Fouls / 100 Poss","An estimate of the number of technical fouls committed per 100 possessions played.","Number","Lowest # = 100th","Team Agg"
"TF/40","Technical Fouls / 40 Mins","The number of technical fouls committed per 40 minutes played.","Number","Lowest # = 100th","Player Agg, Team Agg"
"TF/G","Technical Fouls / Game","The number of technical fouls committed per game.","Number","Lowest # = 100th","Player Agg, Team Agg"
"Time Leading","Time Leading","Number of minutes during a game when the team was ahead in the score throughout the game.","Number","Highest # = 100th","Team Game"
"Times Tied","Times Tied","Number of times during a game when the score was equal between the two teams.","Integer","Highest # = 100th","Team Game"
"tmDrb","tmDrb","No description available","-","-","Team Game, Team Agg"
"tmOrb","tmOrb","No description available","-","-","Team Game, Team Agg"
"tmReb","tmReb","No description available","-","-","Team Game, Team Agg"
"tmTov","tmTov","No description available","-","-","Team Game, Team Agg"
"TOK3 FG%","Top of Key 3s FG%","Field goal percentage on top of key 3-pointers.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"TOK3 FGA","Top of Key 3s FGA","Field goal attempts on top of key 3-pointers.","Integer","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"TOK3 FGA/100","Top of Key 3s FGA / 100 Poss","Field goal attempts on top of key 3-pointers per 100 possessions played.","Number","Highest # = 100th","Team Agg PBP"
"TOK3 FGA/40","Top of Key 3s FGA / 40 Mins","Field goal attempts on top of key 3-pointers per 40 minutes played.","Number","Highest # = 100th","Team Agg PBP, Player Agg PBP"
"TOK3 FGA/G","Top of Key 3s FGA / Game","Field goal attempts on top of key 3-pointers per game.","Number","Highest # = 100th","Team Agg PBP, Player Agg PBP"
"TOK3 FGA%","Top of Key 3s FGA%","Percentage of shots taken as top of key 3-pointers.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"TOK3 FGM","Top of Key 3s FGM","Field goals made on top of key 3-pointers.","Integer","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"TOV DIFF","Turnover Differential","How many more or fewer turnovers the team committed compared to their opponent.","Integer","Lowest # = 100th","Team Game, Team Agg"
"tovTm","tovTm","No description available","-","-","Player Game PBP, Player Agg, Player Game, Player Agg PBP"
"TR CHNC","Transition Chances","The total number of chances that came in transition.","Integer","Highest # = 100th","Team Agg PBP, Team Game PBP"
"TR PPC","Transition Points / Chance","Total points scored in transition divided by the number of transition chances.","num2","Highest # = 100th","Team Agg PBP, Team Game PBP"
"TOV TRAVEL","Traveling Violation","The total number of turnovers tagged by the scorer as a traveling violation by the team.","Integer","Lowest # = 100th","Team Agg PBP, Team Game PBP"
"Trp-Dbl","Triple-Doubles","Number of games this season where the player hit double figures (10+) in at least three of: points, rebounds, assists, steals, blocks.","Integer","Highest # = 100th","Player Agg"
"TS%","True Shooting Percentage","A measure of a player's shooting efficiency that takes into account field goals, 3-point field goals, and free throws.","Percentage","Highest % = 100th","Player Game PBP, Team Game, Player Agg, Team Agg, Player Game, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off"
"tsa","tsa","No description available","-","-","Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off"
"ttsPct","ttsPct","No description available","-","-","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"TOV%","Turnover Percentage","The percentage of possessions used by the player that ends in a turnover.","Percentage","Lowest % = 100th","Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off"
"TOV%**Adj","Adjusted Turnover Percentage","The team's turnover percentage, taking into account an adjustment based on the average TOV% allowed by the team's opponents throughout the season.","Percentage","Lowest % = 100th","Team Agg"
"TOV","Turnovers","The total number of turnovers.","Integer","Lowest # = 100th","Player Game PBP, Team Game, Player Agg, Team Agg, Player Game, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off"
